index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,New,PendingS
31251,408-2795018-8546722,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1281,NEW DELHI,DELHI,110075,IN,FALSE,,,
31252,405-6445472-3237166,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1463,THIRUVANANTHAPURAM,KERALA,695573,IN,FALSE,,,
31253,404-7957175-1288342,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,824,BHUBANESWAR,ODISHA,751005,IN,FALSE,,,
31254,405-5650910-2507547,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,495,Kaij,MAHARASHTRA,431123,IN,FALSE,Easy Ship,,
31255,407-9856168-8177132,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,493,HYDERABAD,TELANGANA,500049,IN,FALSE,,,
31256,407-9856168-8177132,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,833,HYDERABAD,TELANGANA,500049,IN,FALSE,,,
31257,407-2733980-9728330,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,540,HYDERABAD,TELANGANA,500049,IN,FALSE,,,
31258,406-0419767-8687515,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1115,AMBARNATH,MAHARASHTRA,421506,IN,FALSE,Easy Ship,,
31259,406-4237412-1877937,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,654,vikarabad,TELANGANA,501101,IN,FALSE,Easy Ship,,
31260,408-8185636-8959548,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,511,AHMEDABAD,Gujarat,380013,IN,FALSE,,,
31261,405-4591988-3569153,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,566,HYDERABAD,TELANGANA,500033,IN,FALSE,,,
31262,402-4852879-9557936,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,521,Alappuzha,KERALA,688561,IN,FALSE,Easy Ship,,
31263,407-0978786-1383531,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,3XL,Unshipped,1,INR,575,LUCKNOW,UTTAR PRADESH,226020,IN,FALSE,,,
31264,406-1405445-2740331,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,666,VENKATAGIRI,ANDHRA PRADESH,524132,IN,FALSE,Easy Ship,,
31265,408-7636081-5909150,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,THANE,MAHARASHTRA,400706,IN,FALSE,,,
31266,403-8182311-3804331,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,328.57,SHILLONG,MEGHALAYA,793003,IN,FALSE,Easy Ship,,
31267,171-6884354-7629106,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,476,Anantapur,ANDHRA PRADESH,515001,IN,FALSE,Easy Ship,,
31268,407-0652791-8636368,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,622.86,BHUBANESWAR,ODISHA,751014,IN,FALSE,Easy Ship,,
31269,405-8622174-5731520,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1432,Hyderabad,TELANGANA,500055,IN,FALSE,,,
31270,406-2722780-7170744,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,545,KOLLAM,KERALA,691508,IN,FALSE,,,
31271,405-9488444-2909910,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XS,Unshipped,1,INR,1432,HYDERABAD,TELANGANA,500055,IN,FALSE,,,
31272,402-5335990-8721117,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,737,SILIGURI,WEST BENGAL,734006,IN,FALSE,Easy Ship,,
31273,408-7826950-8605131,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,807,HYDERABAD,TELANGANA,500039,IN,FALSE,,,
31274,403-2338327-5261132,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,362,BENGALURU,KARNATAKA,560016,IN,FALSE,,,
31275,403-5059217-9886714,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,518,MUMBAI,MAHARASHTRA,400104,IN,FALSE,Easy Ship,,
31276,407-0494347-4841919,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,665,Greater Noida,UTTAR PRADESH,201310,IN,FALSE,,,
31277,405-1351179-9048303,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,NANDED WAGHALA,MAHARASHTRA,431602,IN,FALSE,,,
31278,404-2719685-0915526,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,684,Chennai,TAMIL NADU,600116,IN,FALSE,Easy Ship,,
31279,406-2095200-9824314,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,458,RR Dist.,TELANGANA,501359,IN,FALSE,Easy Ship,,
31280,406-2095200-9824314,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,999,RR Dist.,TELANGANA,501359,IN,FALSE,Easy Ship,,
31281,404-2454836-6665164,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,801,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,Easy Ship,,
31282,404-2454836-6665164,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1399,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,Easy Ship,,
31283,405-6200433-6965164,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,349,KOLKATA,WEST BENGAL,700094,IN,FALSE,Easy Ship,,
31284,404-0120738-4145115,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,380,PUNE,MAHARASHTRA,411058,IN,FALSE,Easy Ship,,
31285,404-3336281-7274705,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,399,AMRITSAR,PUNJAB,143105,IN,FALSE,,,
31286,408-4851595-3543507,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1099,GURUGRAM,HARYANA,122002,IN,FALSE,,,
31287,406-5499856-1309108,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,563,MUMBAI,MAHARASHTRA,400072,IN,FALSE,,,
31288,403-7665140-4705964,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,BASTI,UTTAR PRADESH,272301,IN,FALSE,,,
31289,402-2440471-7318708,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,692,AGRA,UTTAR PRADESH,282007,IN,FALSE,Easy Ship,,
31290,406-3006045-7344308,04-12-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1115,JHAJJAR,HARYANA,124103,IN,FALSE,Easy Ship,,
31291,406-7795457-0393968,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,771,BANGALORE,KARNATAKA,560103,IN,FALSE,,,
31292,406-7795457-0393968,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,888,BANGALORE,KARNATAKA,560103,IN,FALSE,,,
31293,407-8395290-3912311,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,INDORE,MADHYA PRADESH,452009,IN,FALSE,,,
31294,403-1813129-6119543,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,,,BURARI,DELHI,110084,IN,FALSE,Easy Ship,,
31295,171-1442855-1436354,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,329,CHENNAI,TAMIL NADU,600042,IN,FALSE,,,
31296,404-1802112-4799542,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1299,CHENNAI,TAMIL NADU,600100,IN,FALSE,,,
31297,402-0946941-8722759,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,588,Bardoli,Gujarat,394350,IN,FALSE,,,
31298,402-1458563-2999526,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1133,Belagavi,KARNATAKA,590006,IN,FALSE,,,
31299,408-6352387-7619502,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,654,Ranchi,JHARKHAND,834001,IN,FALSE,Easy Ship,,
31300,406-3994643-7944343,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1299,CUTTACK,ODISHA,753001,IN,FALSE,Easy Ship,,
31301,405-1301703-2911523,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1099,MANGALURU,KARNATAKA,575014,IN,FALSE,,,
31302,408-9479330-9640353,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,446,NAGPUR,MAHARASHTRA,440034,IN,FALSE,,,
31303,406-6645752-3366733,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,566,THRISSUR,KERALA,680011,IN,FALSE,,,
31304,402-3896864-2257960,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,684,NEW DELHI,DELHI,110028,IN,FALSE,Easy Ship,,
31305,402-4299464-3969111,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,999,BENGALURU,KARNATAKA,560103,IN,FALSE,,,
31306,403-7552405-7046764,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,SURADA,ODISHA,761108,IN,FALSE,,,
31307,402-2560917-4452328,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,S,Cancelled,0,,,Bardoli,Gujarat,394350,IN,FALSE,,,
31308,408-1631458-3697130,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,517,Mumbai,MAHARASHTRA,400057,IN,FALSE,,,
31309,404-8822756-8560341,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Perfume,Free,Unshipped,1,INR,783,WARANGAL,TELANGANA,506314,IN,FALSE,,,
31310,171-1345584-0305913,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,801,BENGALURU,KARNATAKA,560043,IN,FALSE,Easy Ship,,
31311,406-5716860-1087513,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,475,KOLKATA,WEST BENGAL,700005,IN,FALSE,Easy Ship,,
31312,402-5439901-9322747,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,540,MUMBAI,MAHARASHTRA,400097,IN,FALSE,,,
31313,403-4272710-9603542,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,599,KALYAN,MAHARASHTRA,421306,IN,FALSE,,,
31314,403-0922290-0045902,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,648,KALYAN,MAHARASHTRA,421306,IN,FALSE,Easy Ship,,
31315,403-0922290-0045902,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,299,KALYAN,MAHARASHTRA,421306,IN,FALSE,Easy Ship,,
31316,403-0922290-0045902,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,318,KALYAN,MAHARASHTRA,421306,IN,FALSE,Easy Ship,,
31317,403-9998447-6062761,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,,,INDORE,MADHYA PRADESH,452014,IN,FALSE,Easy Ship,,
31318,406-1740618-7365108,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,999,RAXAUL BAZAR,BIHAR,845305,IN,FALSE,,,
31319,406-1740618-7365108,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,939,RAXAUL BAZAR,BIHAR,845305,IN,FALSE,,,
31320,402-0602968-8505152,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,517,KARIMNAGAR,TELANGANA,505001,IN,FALSE,,,
31321,406-8261892-5941912,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XL,On the Way,0,INR,708.57,MUMBAI,MAHARASHTRA,400078,IN,FALSE,Easy Ship,,
31322,406-9062863-3205963,04-12-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,487,LUDHIANA,PUNJAB,141003,IN,FALSE,Easy Ship,,
31323,407-3613368-5414714,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,696,PERUVILAI,TAMIL NADU,629501,IN,FALSE,,,
31324,407-4420178-6245108,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,685,TUMAKURU,KARNATAKA,572104,IN,FALSE,,,
31325,406-4969411-1737120,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,458,THRISSUR,KERALA,680011,IN,FALSE,Easy Ship,,
31326,171-3073020-9575537,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XL,On the Way,0,INR,708.57,ARMUR,TELANGANA,503224,IN,FALSE,Easy Ship,,
31327,402-2473680-0833920,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,588,"Mira Road East, Mumbai 401107",MAHARASHTRA,401107,IN,FALSE,Easy Ship,,
31328,407-1244651-2544335,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Cancelled,0,,,TUMAKURU,KARNATAKA,572104,IN,FALSE,,,
31329,407-7562898-4329926,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,680,NAVI MUMBAI,MAHARASHTRA,400709,IN,FALSE,,,
31330,403-9145699-0891532,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1140,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,
31331,405-7898330-4577958,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,807,HYDERABAD,TELANGANA,500032,IN,FALSE,,,
31332,403-9303710-7481931,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1065,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,
31333,402-3306879-3090710,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,788,NEW DELHI,DELHI,110092,IN,FALSE,Easy Ship,,
31334,404-3772426-6601163,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744,Bengaluru,KARNATAKA,560066,IN,FALSE,,,
31335,407-6142702-5974757,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,Azamgarh,UTTAR PRADESH,276001,IN,FALSE,Easy Ship,,
31336,407-1716115-3080310,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1593,Mumbai,MAHARASHTRA,400067,IN,FALSE,,,
31337,405-9677638-6001110,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,399,MUZAFFARPUR,BIHAR,842002,IN,FALSE,Easy Ship,,
31338,171-2905428-3239510,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XXL,Cancelled,0,,,MYSURU,KARNATAKA,570023,IN,FALSE,,,
31339,405-3539534-8901924,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1099,SRINAGAR,JAMMU & KASHMIR,193401,IN,FALSE,,,
31340,405-3693017-2205908,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,311,HYDERABAD,TELANGANA,500090,IN,FALSE,,,
31341,403-0908483-3701163,04-12-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1126,VIJAY PORE,JAMMU & KASHMIR,184120,IN,FALSE,Easy Ship,,
31342,171-3061762-9849126,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,888,CHENNAI,TAMIL NADU,600073,IN,FALSE,,,
31343,403-0309970-1989164,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,463,BENGALURU,KARNATAKA,560093,IN,FALSE,,,
31344,403-1438249-7888320,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,736,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship,,
31345,406-7287255-4342724,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,345,Cherpu,KERALA,680561,IN,FALSE,,,
31346,408-3527550-8078762,04-12-2022,Shipped,Amazon,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,0,KARNAL,HARYANA,132001,IN,FALSE,,,
31347,408-2165809-5717114,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487,NELLORE,ANDHRA PRADESH,524002,IN,FALSE,,,
31348,404-2739865-8857937,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,329,NEW DELHI,DELHI,110022,IN,FALSE,,,
31349,407-1877949-9701954,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,487,COIMBATORE,TAMIL NADU,641111,IN,FALSE,,,
31350,171-9045024-0449125,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499,BHIMAVARAM,ANDHRA PRADESH,534201,IN,FALSE,,,
31351,171-4040156-5086753,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,335.24,BHIMAVARAM,ANDHRA PRADESH,534201,IN,FALSE,Easy Ship,,
31352,407-7001559-5353144,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1338,Hyderabad,TELANGANA,501510,IN,TRUE,Easy Ship,,
31353,407-9419615-8996338,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,588,Gurgaon,HARYANA,122011,IN,FALSE,Easy Ship,,
31354,405-8677957-6103524,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,750.48,SURAT,Gujarat,395017,IN,FALSE,Easy Ship,,
31355,171-2292315-0021150,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,452,"kompally , Hyd",TELANGANA,500014,IN,FALSE,Easy Ship,,
31356,406-0472980-6081900,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,999,BENGALURU,KARNATAKA,560076,IN,FALSE,,,
31357,404-5371959-0541129,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,698,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,FALSE,,,
31358,403-2179320-9533162,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,316,TIRUPPUR,TAMIL NADU,641605,IN,FALSE,,,
31359,404-2051832-9446748,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,635,JAIPUR,RAJASTHAN,302004,IN,FALSE,,,
31360,405-3782961-1414764,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Cancelled,0,,,NEW DELHI,DELHI,110018,IN,FALSE,,,
31361,403-1945413-7438713,04-12-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,626,PATNA,BIHAR,800007,IN,FALSE,Easy Ship,,
31362,403-9798016-0223532,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,352,THIRUVANANTHAPURAM,KERALA,695005,IN,FALSE,,,
31363,408-8267857-7779506,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,696,NEW DELHI,DELHI,110025,IN,FALSE,,,
31364,408-1998512-1978712,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,526,HYDERABAD,TELANGANA,500008,IN,FALSE,,,
31365,404-4748694-7841146,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,654,CHENNAI,TAMIL NADU,603110,IN,FALSE,Easy Ship,,
31366,402-0322233-7468345,04-12-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Cancelled,0,,,Kompally,TELANGANA,500014,IN,FALSE,,,
31367,406-2831295-8801146,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,545,VISAKHAPATNAM,ANDHRA PRADESH,530022,IN,FALSE,,,
31368,403-5974139-0333955,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,487,BENGALURU,KARNATAKA,560005,IN,FALSE,Easy Ship,,
31369,407-7598776-6957125,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,590,NEW DELHI,DELHI,110091,IN,FALSE,,,
31370,405-9321142-1096346,04-12-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,436.19,HYDERABAD,TELANGANA,500028,IN,FALSE,Easy Ship,,
31371,407-7930396-2901166,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,574,Bangalore,KARNATAKA,560078,IN,FALSE,Easy Ship,,
31372,406-3709623-0877957,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,Meerut,UTTAR PRADESH,250002,IN,FALSE,,,
31373,406-3709623-0877957,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,788,Meerut,UTTAR PRADESH,250002,IN,FALSE,,,
31374,404-9721972-3410748,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,BENGALURU,KARNATAKA,562125,IN,FALSE,,,
31375,402-7604634-2210752,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1186,CHAMBA,HIMACHAL PRADESH,176310,IN,FALSE,,,
31376,408-6505690-1005951,04-11-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,Hyderabad,TELANGANA,500018,IN,FALSE,,,
31377,405-3948279-4407517,04-11-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,825,NEW DELHI,DELHI,110070,IN,FALSE,Easy Ship,,
31378,408-9359457-4189114,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,459,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,FALSE,,,
31379,404-3319282-3197160,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,476,JAIPUR,RAJASTHAN,302015,IN,FALSE,,,
31380,405-6367529-5111526,04-11-2022,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,S,Cancelled,0,,,HYDERABAD,TELANGANA,500059,IN,FALSE,,,
31381,402-9253752-0698700,04-11-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,492.38,Koregaon,MAHARASHTRA,415501,IN,FALSE,Easy Ship,,
31382,408-3567779-0153960,04-11-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,SRINAGAR,JAMMU & KASHMIR,190005,IN,FALSE,Easy Ship,,
31383,403-5569066-3161917,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,799,HYDERABAD,TELANGANA,500033,IN,FALSE,,,
31384,405-3424885-4584343,04-11-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,475,MUMBAI,MAHARASHTRA,400064,IN,FALSE,Easy Ship,,
31385,407-4504136-9174763,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1186,KOCHI,KERALA,682004,IN,FALSE,,,
31386,171-4416496-4148317,04-11-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,922,KATIHAR,BIHAR,854105,IN,FALSE,Easy Ship,,
31387,171-1440289-2257118,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1112,KATIHAR,BIHAR,854105,IN,FALSE,,,
31388,408-2724535-4721142,04-11-2022,Shipped,Amazon,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400058,IN,FALSE,,,
31389,408-3300690-0025912,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,0,NEW DELHI,DELHI,110009,IN,FALSE,,,
31390,406-5195596-1373150,04-11-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,359,WARDHA,MAHARASHTRA,442001,IN,FALSE,Easy Ship,,
31391,405-7507143-0169164,04-11-2022,Cancelled,Merchant,Amazon.in,Standard,Wallet,Free,On the Way,0,INR,519.05,KOLKATA,WEST BENGAL,700102,IN,FALSE,Easy Ship,,
31392,404-6836093-4686708,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,788,MUMBAI,MAHARASHTRA,400005,IN,FALSE,,,
